fg,fga,fg3,fg3a,ft,fta,orb,drb,ast,stl,blk,tov,pf,pts,finalpoints,wins,gp,oppfg,oppfga,oppfg3,oppfg3a,oppft,oppfta,opporb,oppdrb,oppast,oppstl,oppblk,opptov,opppf,opppts,oppfinalpoints,oppwins,oppgp
12,26,4,13,7,7,3,12,8,3,3,2,5,35,122,27,45,8,23,2,6,6,7,3,9,6,1,3,5,5,24,116,19,45
12,21,4,8,2,4,1,10,7,3,1,3,4,30,98,20,44,8,17,1,6,0,4,0,8,5,1,1,6,5,17,93,21,43
13,28,3,7,3,3,7,13,5,1,1,5,3,32,115,19,45,11,28,2,9,1,1,3,7,8,2,2,2,4,25,117,24,47
10,22,3,7,8,10,2,11,7,2,0,3,7,31,113,21,45,9,22,2,6,8,8,2,9,5,0,2,3,5,28,116,27,47
12,24,5,12,0,0,2,11,11,1,3,4,4,29,115,26,47,8,24,0,8,4,5,3,10,3,2,0,4,5,20,99,9,46
8,21,2,9,7,9,2,7,4,4,0,5,6,25,94,24,45,12,21,2,9,2,3,0,12,10,3,0,5,6,28,112,32,46
12,23,4,9,4,6,2,10,7,2,0,3,3,32,128,28,47,12,23,2,5,3,4,2,8,8,2,0,3,7,29,112,21,46
8,20,2,6,7,9,2,7,5,2,1,5,4,25,115,30,47,14,26,1,2,4,4,4,11,6,2,3,4,6,33,117,27,45
13,21,4,8,9,12,3,11,9,2,1,3,4,39,135,22,45,9,22,2,8,6,6,1,3,3,0,3,2,7,26,115,11,47
11,25,3,8,5,8,5,9,7,2,0,4,4,30,101,20,45,12,22,1,7,1,2,1,8,9,3,1,3,6,26,103,24,46
10,23,0,4,4,5,4,8,4,3,1,2,2,24,111,30,45,10,21,3,8,0,0,2,9,5,1,2,5,4,23,99,20,45
10,26,3,7,1,2,1,6,9,1,0,2,4,24,108,19,46,12,21,4,9,5,6,0,14,8,2,4,4,4,33,118,33,45
14,26,4,14,4,4,3,12,10,3,2,4,5,36,105,14,45,11,25,4,9,2,2,2,8,7,1,1,5,4,28,113,28,46
10,22,0,4,3,3,1,9,6,4,3,1,2,23,119,35,48,7,21,3,10,2,2,3,8,4,1,0,5,3,19,90,19,46
11,27,2,3,6,7,4,13,5,1,0,2,9,30,103,10,46,10,25,2,9,9,13,5,11,4,1,1,1,5,31,117,22,44
10,25,6,18,0,1,1,4,4,3,0,3,5,26,138,26,45,16,25,4,8,3,5,4,14,10,2,0,4,4,39,134,25,47
14,19,7,11,2,3,1,5,10,2,0,2,5,37,124,31,45,9,14,3,6,4,6,1,4,4,1,0,5,5,25,102,9,47
14,25,5,9,1,1,2,11,10,2,1,2,3,34,120,31,46,11,26,3,11,1,1,2,9,7,1,2,2,3,26,95,22,46
8,22,1,4,12,13,3,12,5,2,0,7,5,29,116,22,46,12,27,2,10,5,8,3,9,6,4,1,2,9,31,114,11,48
11,20,4,7,0,4,0,7,9,3,0,4,6,26,95,27,48,15,23,4,8,4,6,1,10,8,2,0,3,5,38,103,25,46
7,25,0,6,2,2,3,6,3,2,1,2,5,16,109,10,45,13,22,5,9,3,4,1,15,7,1,2,4,6,34,127,28,46
8,24,2,5,0,0,2,7,3,0,1,5,2,18,88,9,48,12,22,3,6,4,4,2,11,7,3,2,4,2,31,104,11,47
15,26,4,9,1,1,2,11,7,1,3,2,4,35,116,34,46,11,27,3,9,1,2,3,8,8,1,1,2,1,26,106,20,46
13,26,1,6,2,2,2,11,9,2,2,2,4,29,101,20,46,6,19,2,7,3,4,0,11,5,1,2,5,4,17,87,20,46
11,21,2,3,7,9,1,9,9,1,0,3,8,31,103,14,46,10,22,0,4,8,8,2,8,6,2,3,3,6,28,122,20,47
10,23,3,9,6,8,2,13,4,2,0,4,3,29,123,25,48,9,23,2,8,3,6,2,7,5,2,2,2,5,23,94,24,47
10,20,5,11,3,5,1,8,8,1,0,3,7,28,85,19,47,6,17,0,7,9,10,2,8,3,2,0,4,4,21,105,22,47
13,23,4,9,3,3,4,9,8,3,1,6,6,33,107,29,47,9,19,3,9,2,3,2,4,6,3,1,6,4,23,99,22,45
11,24,1,4,7,8,3,9,6,3,5,3,5,30,121,31,48,9,22,4,13,4,6,3,9,4,2,0,4,7,26,93,26,46
11,19,2,7,4,6,3,5,6,1,0,5,4,28,104,26,48,13,22,0,1,3,4,2,5,7,0,1,1,5,29,109,29,48
10,25,1,4,3,5,2,11,4,0,1,2,6,24,111,25,48,10,22,2,8,7,10,3,10,9,1,3,2,5,29,130,33,47
10,23,5,13,4,5,2,10,8,0,0,3,4,29,120,36,49,14,26,3,6,3,3,1,10,11,3,0,0,5,34,105,24,48
8,18,1,5,8,10,1,8,4,3,0,3,7,25,123,29,47,9,24,0,6,7,10,7,9,5,2,1,4,6,25,114,29,49
11,23,2,8,2,5,4,9,5,1,4,2,7,26,106,21,47,10,22,3,7,6,9,2,10,6,1,2,1,5,29,98,25,47
13,22,1,5,0,0,0,5,8,2,1,3,4,27,91,11,49,13,28,4,13,2,4,8,8,9,2,0,4,1,32,118,23,47
11,29,1,4,1,1,6,12,6,2,1,1,5,24,110,32,47,6,24,2,11,2,4,2,10,5,0,2,2,2,16,106,36,50
10,18,2,3,5,6,0,7,5,2,0,5,3,27,123,30,48,13,23,4,9,0,0,2,8,7,1,2,4,4,30,103,9,49
10,25,3,8,3,5,3,12,7,1,0,3,4,26,114,26,49,11,24,1,6,2,5,2,12,5,1,5,2,4,25,110,20,48
13,24,3,7,2,3,3,8,8,1,0,2,1,31,99,22,46,12,24,2,7,1,1,2,7,4,1,0,3,4,27,111,26,48
9,20,4,7,9,12,1,12,3,0,2,3,6,31,110,10,46,8,31,2,15,10,11,9,9,1,2,3,1,6,28,114,27,47
8,22,2,8,7,8,1,8,6,0,3,2,7,25,101,11,48,15,25,6,9,6,8,3,12,11,1,0,1,5,42,121,15,47
9,22,2,7,2,2,1,8,6,3,1,1,4,22,107,19,48,9,23,3,12,2,2,3,11,4,1,1,3,5,23,118,23,47
13,26,1,6,1,1,3,11,6,1,4,3,6,28,94,22,48,9,21,5,10,8,11,1,10,6,1,0,2,3,31,98,21,47
13,29,5,8,3,4,6,8,11,1,0,0,3,34,122,32,49,14,23,6,10,1,1,0,10,8,0,3,2,4,35,120,27,49
12,21,5,11,1,3,2,6,9,3,3,4,4,30,114,27,49,12,22,0,5,0,2,5,7,6,2,2,4,4,24,108,31,46
11,23,4,11,2,2,1,9,10,4,0,6,3,28,122,30,48,12,23,2,9,2,2,2,9,10,3,1,6,3,28,116,22,49
10,25,5,12,3,4,4,4,8,1,0,2,5,28,118,20,47,15,24,1,6,6,7,4,10,10,1,3,2,4,37,126,34,48
10,21,3,7,8,8,2,10,5,4,2,4,2,31,106,11,50,11,30,4,8,4,4,8,8,4,3,2,5,5,30,120,30,50
12,24,2,7,3,4,2,10,8,2,0,2,4,29,105,25,49,11,27,2,9,4,4,5,10,5,1,0,3,4,28,120,24,48
9,26,2,10,1,2,5,11,4,1,0,1,2,21,91,20,49,10,20,3,6,1,2,0,12,8,0,1,2,3,24,95,21,48
9,20,2,8,10,12,2,7,2,0,0,4,6,30,109,27,50,14,22,3,7,6,8,0,7,6,3,1,1,9,37,99,10,47
8,23,3,8,4,4,5,9,3,1,1,3,2,23,94,9,50,12,22,3,6,0,0,1,10,7,1,3,2,5,27,100,23,47
6,23,1,5,7,8,3,12,3,2,4,3,5,20,101,11,49,10,26,3,5,4,6,3,14,9,1,1,3,4,27,106,27,49
13,24,3,11,4,4,5,12,6,3,1,3,2,33,121,28,48,10,24,0,6,0,1,1,5,6,1,0,3,4,20,119,36,51
9,20,1,4,4,6,1,9,6,4,2,4,6,23,96,19,49,10,19,2,6,2,4,0,10,9,2,1,6,7,24,99,25,49
10,22,3,10,0,0,1,10,7,1,0,2,5,23,106,22,48,10,24,5,11,3,4,4,9,7,1,0,1,3,28,101,21,48
8,24,1,8,5,6,3,8,2,2,1,2,4,22,108,35,47,10,21,4,11,3,3,2,12,6,0,0,5,5,27,99,23,48
14,27,6,11,3,3,4,8,7,2,0,2,6,37,132,32,47,9,17,3,7,11,11,0,7,7,2,2,3,5,32,95,11,51
11,21,4,10,5,6,1,6,8,3,0,1,2,31,106,28,50,10,22,2,7,2,2,4,9,4,0,0,4,6,24,102,24,49
12,26,1,8,2,3,3,10,8,1,2,2,2,27,114,22,50,13,26,2,5,0,0,3,11,10,1,1,2,4,28,126,28,50
9,24,2,10,4,4,5,8,9,1,1,2,8,24,106,20,50,4,14,1,7,10,12,0,9,2,0,3,4,6,19,103,32,48
8,22,4,10,6,6,3,11,7,2,1,5,4,26,111,30,49,12,25,3,9,2,2,2,11,9,3,3,2,5,29,115,35,49
17,32,3,8,4,5,5,7,10,2,1,2,6,41,126,33,48,13,20,4,7,7,10,1,8,8,2,0,4,5,37,110,32,50
13,19,4,8,10,12,1,9,8,2,1,4,5,40,120,31,51,12,25,3,8,3,3,2,5,9,1,0,2,8,30,111,15,48
12,20,3,7,2,2,0,11,6,0,2,3,2,29,101,11,50,11,26,4,8,1,2,5,7,9,1,1,0,3,27,104,10,51
13,24,6,7,2,2,4,10,11,1,1,3,3,34,122,28,50,8,23,3,8,2,2,5,5,5,2,3,4,6,21,108,25,50
13,26,5,9,0,0,4,11,7,0,2,4,3,31,118,31,49,9,24,5,12,2,2,4,7,5,1,2,4,2,25,112,35,48
13,20,4,8,2,3,0,10,8,0,1,4,7,32,120,22,49,10,23,7,11,11,12,1,8,8,3,0,0,4,38,123,37,52
7,22,1,7,3,3,2,8,2,1,2,5,4,18,103,29,49,14,27,3,7,3,6,7,12,9,5,2,2,5,34,98,20,50
8,20,2,9,4,5,2,13,6,0,0,4,5,22,111,24,50,9,25,3,10,4,6,3,10,7,2,3,0,4,25,125,29,51
15,22,4,7,2,3,0,9,8,3,1,4,4,36,132,29,51,9,20,2,7,6,6,2,5,9,3,0,5,3,26,119,21,49
10,23,2,8,4,5,0,10,5,2,2,3,5,26,97,10,48,9,23,4,11,3,4,2,12,7,2,1,2,6,25,106,24,48
13,25,1,4,4,5,5,7,4,2,3,3,6,31,116,26,50,9,22,4,8,5,5,4,6,6,1,3,5,4,27,102,11,52
13,27,3,9,1,1,5,11,8,1,1,2,4,30,101,24,49,10,22,2,7,2,4,1,8,4,1,1,1,2,24,92,10,49
7,20,3,8,5,6,1,5,6,0,2,5,6,22,100,32,49,15,24,3,8,7,8,2,9,11,4,1,2,7,40,132,36,50
13,27,6,16,0,0,4,6,8,5,5,2,2,32,112,31,50,10,23,4,8,2,4,3,8,4,0,1,6,2,26,104,27,51
12,23,5,12,1,1,3,11,10,1,1,2,3,30,92,20,51,7,23,2,11,0,0,3,6,3,1,1,2,1,16,95,34,49
8,19,2,6,7,7,4,6,5,4,1,6,7,25,118,28,51,12,22,5,11,3,4,3,7,8,3,0,4,7,32,123,16,49
12,25,1,7,1,2,2,12,8,2,1,2,3,26,116,11,52,9,23,3,9,3,3,1,8,6,0,0,2,3,24,113,21,50
9,23,3,10,1,1,3,6,7,4,0,2,2,22,105,21,49,13,19,4,6,0,0,0,11,9,2,0,5,3,30,115,36,49
13,27,3,8,6,6,4,9,8,1,0,4,8,35,117,20,51,11,22,1,4,9,12,3,7,6,1,2,3,5,32,126,32,50
8,29,1,9,3,6,4,12,5,5,0,0,4,20,122,28,52,9,25,1,5,0,0,1,18,2,0,3,6,4,19,117,11,51
13,27,8,16,1,1,4,8,8,3,2,2,3,35,116,29,50,11,27,3,10,3,3,7,8,5,2,3,4,2,28,121,23,51
13,27,4,7,3,5,3,5,8,4,2,0,1,33,126,30,52,13,21,5,9,2,2,1,11,7,0,1,5,4,33,124,11,53
8,25,1,5,3,4,6,10,4,1,1,9,5,20,105,26,51,15,27,4,11,5,8,2,11,12,6,3,3,4,39,121,33,51
15,24,3,7,2,2,1,6,12,2,3,0,1,35,126,32,51,13,24,2,7,0,0,4,6,7,0,1,3,2,28,94,24,50
8,23,3,12,2,2,4,6,5,3,1,3,3,21,89,24,49,14,22,1,5,2,2,1,10,9,1,0,3,2,31,105,12,52
8,20,2,8,2,7,1,11,3,1,1,3,2,20,90,10,50,9,23,4,14,2,2,0,13,5,1,0,3,4,24,114,23,50
8,19,1,4,7,9,0,8,7,5,1,2,4,24,99,25,51,6,19,3,6,1,2,3,12,4,1,2,8,7,16,97,20,52
9,21,3,7,5,5,1,11,5,1,1,4,5,26,99,23,52,12,22,1,8,4,6,0,10,11,2,1,2,4,29,105,35,50
11,20,3,7,10,11,1,7,7,2,0,2,6,35,107,22,51,10,19,1,6,4,6,2,6,7,2,2,5,6,25,89,32,50
13,24,2,10,4,4,3,6,9,1,1,3,4,32,135,26,51,12,20,3,9,4,4,2,7,10,2,0,6,5,31,113,16,50
18,24,6,10,3,3,2,6,10,2,1,1,5,45,132,32,52,10,19,1,6,6,6,1,4,8,0,0,4,4,27,105,29,52
8,20,2,6,1,2,2,7,5,2,2,3,6,19,93,22,50,9,23,3,8,0,0,5,9,6,1,2,4,2,21,89,23,51
10,23,2,6,2,2,2,12,7,1,2,3,4,24,107,21,52,7,22,1,3,4,4,0,11,5,2,1,1,3,19,100,32,51
10,23,1,8,4,4,3,8,6,3,2,5,3,25,92,37,53,9,19,2,6,2,2,2,8,3,3,1,6,3,22,105,37,50
11,26,2,4,5,5,4,7,4,1,1,3,3,29,117,31,53,11,20,3,8,0,0,0,7,9,1,2,5,6,25,114,28,53
16,24,2,5,1,2,1,5,12,3,0,3,5,35,104,36,51,11,19,5,12,3,4,3,7,10,3,1,7,4,30,113,34,52
10,28,5,13,1,4,4,8,6,4,1,2,6,26,120,28,52,12,19,2,3,6,7,0,13,9,2,1,5,5,32,123,27,52
7,20,2,7,1,2,2,7,4,1,0,4,2,17,100,25,51,13,22,2,7,1,1,2,10,8,3,0,2,4,29,92,20,53
7,19,3,7,3,3,0,12,7,0,0,6,2,20,99,10,51,12,29,1,7,0,0,4,10,6,5,2,0,4,25,113,33,52
10,21,1,6,3,7,2,9,6,3,1,5,2,24,102,24,50,13,25,3,4,2,3,4,9,10,1,1,4,6,31,118,33,51
14,24,3,11,5,5,3,8,7,2,1,5,7,36,128,30,53,11,22,3,10,9,9,0,5,5,3,0,3,5,34,112,16,51
15,26,3,9,2,2,6,2,10,1,1,1,3,35,136,36,51,16,22,8,12,3,4,3,5,9,0,0,2,4,43,122,29,51
14,22,8,12,4,6,2,11,10,2,1,2,5,40,101,22,51,8,23,2,6,4,5,4,5,6,0,1,4,6,22,111,29,53
9,23,3,8,6,7,4,7,7,3,0,2,1,27,125,26,52,12,20,0,5,2,2,1,10,4,1,1,4,6,26,118,12,53
11,26,4,9,0,0,1,10,7,3,5,2,4,26,102,22,53,9,26,1,7,2,2,2,12,8,0,1,4,3,21,89,28,54
11,25,3,9,1,1,2,7,7,3,1,5,6,26,115,22,52,12,21,5,10,9,9,1,12,9,4,0,4,2,38,131,38,51
12,22,1,3,6,8,1,7,10,2,0,1,4,31,98,11,53,15,26,9,14,1,2,4,9,8,1,1,3,7,40,111,24,52
9,19,3,7,6,8,4,11,6,3,2,8,3,27,88,24,51,9,26,1,7,2,2,4,6,6,4,1,3,6,21,95,33,52
14,22,2,6,3,3,1,11,9,1,4,5,3,33,115,37,52,11,31,2,8,0,2,8,6,5,2,0,4,3,24,101,27,53
15,26,2,6,3,3,2,12,10,1,1,0,3,35,113,32,54,11,26,0,8,2,2,2,8,6,0,1,2,2,24,108,23,53
17,26,3,8,1,1,2,10,9,1,1,1,2,38,106,25,52,13,24,2,5,1,2,2,7,8,1,0,1,3,29,107,37,52
12,24,3,9,3,4,2,5,8,4,3,3,3,30,112,11,54,14,22,2,3,3,4,2,9,4,1,1,7,4,33,118,17,52
10,25,5,12,2,2,3,12,7,1,3,4,5,27,98,30,54,11,25,3,9,6,10,4,12,3,3,1,2,4,31,125,30,52
12,30,5,12,3,4,4,11,8,3,1,2,4,32,115,27,52,11,26,1,9,3,3,4,11,5,2,3,4,3,26,108,34,53
8,19,4,10,2,2,1,15,7,0,2,5,5,22,84,10,52,7,23,1,6,4,5,2,9,5,3,1,1,3,19,96,21,54
14,27,3,11,0,0,2,12,8,2,1,2,4,31,134,34,53,10,24,5,9,4,8,2,11,7,2,2,2,1,29,129,33,52
9,25,2,10,3,3,4,11,4,2,0,4,8,23,121,38,54,7,21,0,3,9,11,3,9,2,0,2,3,2,23,103,29,54
13,24,6,12,2,3,5,6,10,0,1,4,4,34,129,23,52,14,24,4,6,4,5,4,7,8,3,1,1,4,36,103,37,53
8,24,0,9,4,5,2,6,5,1,2,2,6,20,129,22,53,11,24,6,12,7,8,5,13,6,2,1,2,2,35,137,18,53
6,25,0,10,5,5,4,11,1,2,4,5,6,17,94,28,55,7,26,2,11,7,9,4,14,5,4,1,2,2,23,113,39,52
7,21,2,8,4,5,2,13,4,1,0,5,4,20,107,23,54,8,25,2,9,7,8,3,11,4,2,2,1,4,25,109,34,53
12,20,0,4,4,6,1,8,6,3,0,5,5,28,110,11,55,12,22,3,8,5,7,2,9,5,5,0,3,7,32,118,31,53
13,20,7,11,4,6,0,11,11,2,1,2,3,37,127,28,53,10,25,2,9,3,4,4,7,4,2,1,3,5,25,112,32,55
10,27,3,7,2,2,3,12,3,2,1,1,4,25,115,26,53,11,24,3,3,1,2,2,12,7,0,0,2,2,26,117,30,55
12,26,2,9,4,5,7,6,8,1,0,1,6,30,96,11,54,10,17,2,4,6,6,1,7,9,1,2,1,3,28,103,35,54
14,24,4,8,1,2,1,7,12,5,1,1,4,33,136,35,54,10,19,2,5,4,5,2,8,7,0,0,6,4,26,94,27,54
12,25,3,5,1,2,4,7,7,1,1,1,2,28,92,10,53,13,22,6,12,4,4,1,9,8,1,2,1,4,36,105,24,53
11,24,4,8,6,7,5,8,6,5,1,1,5,32,108,22,55,7,19,1,2,4,4,3,9,5,0,1,5,4,19,106,25,53
11,24,4,8,5,8,2,10,7,2,0,3,7,31,132,34,53,12,21,2,7,6,8,1,11,10,2,1,4,6,32,122,22,54
11,23,2,5,4,4,3,7,8,0,0,6,7,28,107,34,54,13,21,3,6,11,11,1,4,8,3,0,1,5,40,119,39,55
12,24,4,8,2,2,2,3,7,2,1,4,4,30,108,32,53,13,21,3,5,5,6,3,6,5,4,3,5,4,34,118,25,52
11,21,3,6,5,6,1,8,9,1,1,3,5,30,135,29,56,16,29,3,9,0,0,4,9,11,1,2,2,6,35,130,37,54
15,23,5,9,4,5,2,6,10,1,0,3,3,39,120,12,54,15,26,5,12,2,3,4,4,8,0,1,1,4,37,125,24,55
20,27,7,9,3,3,2,7,13,4,2,2,3,50,148,40,53,13,24,7,8,2,3,3,4,9,1,1,7,3,35,129,22,54
11,25,2,12,3,4,4,12,9,1,1,2,2,27,99,25,53,8,22,3,11,1,1,2,9,1,2,1,5,3,20,93,26,54
11,23,3,8,5,8,3,8,6,4,2,3,3,30,116,31,55,11,21,0,5,2,4,2,9,6,3,1,4,7,24,88,11,56
11,24,4,10,2,2,5,11,9,1,3,6,4,28,101,28,54,13,32,5,12,1,1,5,7,4,5,1,1,2,32,127,32,54
13,26,5,11,2,2,4,9,8,2,0,3,3,33,141,38,53,12,25,4,13,3,4,2,8,8,3,2,3,3,31,102,32,56
16,23,2,3,2,2,4,3,7,5,0,4,1,36,116,36,55,14,18,3,5,0,1,1,3,11,4,1,6,5,31,92,30,56
13,23,3,5,3,3,3,3,7,2,2,2,6,32,122,23,55,13,23,2,4,3,5,6,7,6,2,1,4,5,31,112,25,54
13,22,7,9,0,3,3,9,9,1,1,3,8,33,101,18,54,8,19,1,9,5,8,2,7,6,0,0,1,3,22,119,40,56
10,22,3,10,7,7,1,12,9,4,1,3,7,30,128,35,55,9,25,3,9,3,9,6,9,4,1,3,4,5,24,129,28,55
8,21,7,17,4,6,1,7,7,5,1,6,9,27,117,35,54,11,21,2,6,8,10,4,14,7,5,0,7,6,32,95,22,56
12,23,3,8,4,4,3,6,10,1,1,2,5,31,127,33,54,14,22,3,4,3,5,2,8,6,0,0,2,4,34,118,32,57
15,25,4,8,7,7,3,11,9,0,2,2,6,41,120,25,54,6,25,1,9,9,11,5,6,4,2,2,2,5,22,103,10,54
13,24,3,7,4,4,3,12,7,1,1,5,5,33,117,35,55,9,24,2,9,3,4,1,8,9,2,0,4,2,23,110,37,55
15,22,4,6,7,7,1,11,12,4,1,4,5,41,119,23,55,8,25,4,12,7,8,5,6,5,1,0,5,5,27,106,11,55
10,25,3,8,4,4,2,8,5,1,0,2,3,27,106,29,57,13,24,2,5,4,5,3,9,4,2,2,3,4,32,125,13,55
10,23,5,12,4,7,0,7,6,5,1,2,1,29,107,25,54,13,26,2,11,1,2,4,13,4,1,1,5,6,29,122,41,54
12,23,2,8,5,6,2,8,9,5,0,2,6,31,107,11,57,9,19,3,7,5,7,2,8,8,1,1,7,5,26,117,39,54
8,25,0,7,6,6,3,6,4,4,3,4,6,22,122,25,56,15,23,2,4,3,5,2,13,10,1,2,4,4,35,117,25,55
6,25,2,7,3,4,4,12,4,2,1,5,5,17,102,29,55,12,27,3,8,1,3,2,14,10,2,2,2,3,28,96,25,53
9,23,3,12,2,2,3,11,7,2,1,4,3,23,125,32,56,10,21,1,5,3,3,0,9,6,2,0,3,4,24,105,32,58
12,21,3,8,3,4,2,10,10,2,0,2,2,30,105,37,56,7,17,2,5,1,2,1,5,5,1,1,5,4,17,90,11,56
12,23,3,11,4,4,1,3,7,2,0,4,4,31,120,18,55,18,24,8,11,2,2,2,7,10,3,2,2,2,46,129,27,55
10,23,2,9,1,2,3,11,6,3,1,5,8,23,99,10,55,8,20,3,5,6,8,2,9,6,3,1,4,3,25,104,41,57
14,26,4,6,11,13,3,12,7,5,1,1,6,43,112,35,56,5,21,1,7,9,11,3,7,2,1,2,7,8,20,123,31,57
13,26,1,4,5,8,4,9,4,3,1,1,4,32,125,13,56,12,23,6,10,4,4,2,10,9,1,3,3,5,34,134,24,56
7,20,1,5,5,7,3,9,6,2,0,4,8,20,99,23,57,11,18,1,6,5,12,2,9,9,2,2,3,5,28,90,25,57
11,25,5,9,1,2,3,8,6,4,3,2,5,28,112,32,55,10,23,2,6,3,6,5,10,6,2,3,7,1,25,117,36,55
8,27,1,9,2,2,3,10,5,2,1,1,3,19,83,41,55,9,22,1,4,1,1,3,14,3,1,3,5,3,20,103,24,56
9,19,3,9,4,5,1,11,3,0,1,6,4,25,102,26,55,9,24,2,8,4,4,3,9,5,5,0,3,6,24,101,33,55
18,32,2,6,1,1,4,9,11,3,0,0,5,39,143,36,56,14,25,6,9,6,7,1,10,9,0,1,3,4,40,120,28,56
12,25,3,9,6,8,5,9,10,4,1,2,3,33,117,30,56,10,21,1,6,2,3,2,8,4,2,2,6,6,23,104,11,58
9,20,3,7,4,4,1,7,7,2,2,3,3,25,108,18,56,11,23,3,7,1,2,2,9,11,1,3,4,4,26,124,25,57
8,20,2,9,6,8,0,6,4,4,0,3,3,24,120,40,55,14,30,6,12,0,0,9,12,9,1,1,6,7,34,118,25,54
11,29,4,12,4,4,8,8,5,2,0,2,4,30,107,12,57,9,20,2,6,2,2,2,8,6,1,3,4,2,22,104,10,56
14,25,3,7,5,6,4,11,8,1,1,2,5,36,121,26,55,9,21,4,11,5,6,1,8,8,1,2,2,6,27,112,24,57
13,20,3,6,3,4,1,6,9,1,0,2,6,32,99,38,57,6,20,2,10,5,7,4,5,5,1,2,2,3,19,90,27,56
8,20,1,6,4,4,1,9,7,3,1,5,3,21,127,42,58,11,27,6,15,1,2,5,9,10,2,1,3,3,29,125,29,58
9,28,3,9,0,0,3,13,7,1,2,0,4,21,99,13,57,8,24,3,13,3,3,3,15,4,0,2,3,4,22,112,42,56
9,23,5,16,2,3,1,10,7,3,1,2,4,25,120,33,56,8,20,2,10,4,4,0,11,2,1,0,4,3,22,104,26,56
12,20,0,1,5,8,0,8,8,6,0,5,8,29,130,26,56,8,19,3,7,7,10,4,8,5,3,0,7,5,26,120,31,58
14,22,5,8,3,4,0,9,6,3,0,2,5,36,120,37,56,9,19,3,7,5,9,1,7,6,1,0,5,4,26,111,33,56
14,23,4,7,3,3,2,9,8,1,2,2,4,35,103,38,56,11,23,3,9,2,2,3,7,8,2,0,2,5,27,87,25,55
14,29,10,17,0,0,0,11,11,2,0,1,7,38,117,19,57,12,24,4,10,4,7,2,12,5,0,0,4,2,32,113,28,57
13,20,2,5,5,6,0,10,7,3,2,5,7,33,107,23,58,5,18,2,4,8,10,1,5,3,4,1,4,4,20,108,33,59
8,25,0,3,1,2,2,5,2,1,3,4,6,17,88,25,58,13,27,5,9,8,9,4,15,11,3,3,3,3,39,118,26,58
8,19,0,3,7,9,3,9,6,1,1,4,4,23,109,36,57,11,23,3,6,3,4,2,8,5,3,2,1,4,28,112,36,57
11,22,1,9,2,4,0,12,7,7,2,0,5,25,115,41,56,5,19,0,4,4,6,2,12,3,0,2,8,3,14,108,32,57
10,20,4,7,5,6,0,8,7,1,1,3,5,29,139,12,58,12,22,5,10,1,1,2,11,9,0,3,6,5,30,148,30,59
6,18,2,4,4,4,0,11,5,2,0,4,3,18,97,38,58,9,22,3,10,5,5,1,12,6,3,1,2,2,26,106,43,57
12,25,4,10,0,0,1,9,9,2,0,3,2,28,118,37,58,11,22,4,11,3,3,1,9,5,1,0,2,2,29,110,26,56
13,27,2,3,5,5,5,3,7,0,0,1,7,33,111,10,57,14,18,1,2,8,10,1,7,11,1,1,2,4,37,126,37,58
8,19,2,7,12,14,1,10,6,3,2,2,4,30,129,43,59,10,23,1,8,5,6,3,10,6,1,0,4,8,26,120,24,58
15,22,4,8,2,2,0,8,14,2,1,4,3,36,122,14,58,14,25,3,9,1,2,3,7,9,2,1,4,1,32,110,23,59
12,21,1,5,3,3,2,10,7,1,1,5,2,28,121,27,57,11,24,5,13,2,2,2,7,8,2,1,2,4,29,111,33,57
11,25,3,13,0,0,2,5,8,4,0,2,3,25,101,26,57,12,20,3,5,2,2,1,11,7,1,2,6,2,29,112,26,56
14,25,1,5,1,2,4,5,9,2,0,4,3,30,120,39,57,16,24,5,9,4,4,2,8,11,4,0,2,4,41,118,30,57
12,21,2,6,6,6,1,9,8,4,2,1,4,32,134,32,59,9,19,2,6,2,4,0,8,6,1,0,4,5,22,107,11,59
11,28,5,11,4,4,6,7,8,0,0,1,3,31,129,34,57,14,27,4,8,1,2,4,7,8,0,3,1,4,33,107,41,57
13,23,4,10,3,4,1,13,6,1,1,1,4,33,127,27,59,6,24,0,7,6,8,4,8,3,0,0,1,6,18,89,27,57
6,29,0,9,1,2,4,8,2,3,1,2,7,13,91,19,58,9,19,5,9,5,8,3,14,8,1,4,6,5,28,106,11,58
13,28,3,7,2,2,3,10,12,3,3,2,3,31,131,26,59,13,27,3,13,2,2,4,12,6,2,3,5,1,31,122,37,57
9,22,2,7,3,4,2,13,7,2,1,5,5,23,111,13,59,10,23,3,8,5,6,1,11,8,4,0,3,3,28,98,11,60
12,25,1,4,4,5,3,12,7,1,1,2,2,29,106,38,59,9,23,1,5,2,2,1,9,5,2,1,2,4,21,102,26,57
9,25,1,8,2,3,2,12,7,0,1,2,3,21,99,30,60,9,27,1,5,4,4,5,13,1,1,4,3,3,23,113,35,58
8,22,2,8,2,2,3,12,6,3,1,7,3,20,98,44,58,9,27,3,10,1,2,5,10,5,5,1,4,3,22,97,37,59
14,29,4,12,3,3,4,9,10,3,3,4,5,35,125,42,58,12,23,1,7,5,7,1,9,6,4,0,5,5,30,123,30,58
9,21,2,8,2,4,3,9,6,1,2,7,6,22,111,29,58,10,21,4,10,8,8,1,9,7,3,0,3,6,32,106,33,58
11,24,3,6,2,3,4,7,4,1,1,3,4,27,123,28,58,16,23,3,8,3,3,0,8,7,2,2,1,4,38,110,24,59
